Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
5067,Triple,Ken Follett,"Follett, Ken",,"=""0451212088""","=""9780451212085""",3,3.94,NAL Trade,Paperback,320,2004,1979,2014/01/01,2018/07/08,,,read,,,,1,0
18007532,An Officer and a Spy,Robert   Harris,"Harris, Robert",,"=""0385349580""","=""9780385349581""",3,4.21,Knopf,Hardcover,429,2014,2013,2014/01/01,2018/07/08,,,read,,,,1,0
1279686,"Genghis: Birth of an Empire (Conqueror, #1)",Conn Iggulden,"Iggulden, Conn",,"=""0440243904""","=""9780440243908""",5,4.39,Dell,Mass Market Paperback,528,2008,2007,2014/01/01,2018/07/08,,,read,,,,2,0
1632833,"Genghis: Lords of the Bow (Conqueror, #2)",Conn Iggulden,"Iggulden, Conn",,"=""0385339526""","=""9780385339520""",5,4.36,Delacorte Press,Hardcover,387,2008,2008,2014/01/01,2018/07/08,,,read,,,,1,0
3276637,"Bones of the Hills (Conqueror, #3)",Conn Iggulden,"Iggulden, Conn",,"=""0007201788""","=""9780007201785""",5,4.37,HarperCollins,Hardcover,518,2008,2009,2014/01/01,2018/07/08,,,read,,,,2,0
7983832,"Khan: Empire of Silver (Conqueror, #4)",Conn Iggulden,"Iggulden, Conn",,"=""0385339542""","=""9780385339544""",5,4.34,Delacorte Press,Hardcover,387,2010,2010,2014/01/01,2018/07/08,,,read,,,,2,0
12280500,"Conqueror (Conqueror, #5)",Conn Iggulden,"Iggulden, Conn",,"=""000727114X""","=""9780007271146""",5,4.45,HarperCollins,Paperback,546,2011,2011,2014/01/01,2018/07/08,,,read,,,,1,0
11968600,"The Blacksmith's Son (Mageborn, #1)",Michael G. Manning,"Manning, Michael G.",,"=""""","=""""",2,3.91,,Kindle Edition,386,2011,2011,2014/01/01,2018/07/08,,,read,,,,2,0
12830117,"The Line of Illeniel (Mageborn, #2)",Michael G. Manning,"Manning, Michael G.",,"=""""","=""""",2,4.11,,Kindle Edition,548,2011,2011,2014/01/01,2018/07/08,,,read,,,,1,0
13839194,"The Archmage Unbound (Mageborn, #3)",Michael G. Manning,"Manning, Michael G.",,"=""""","=""""",2,4.21,Gwalchmai Press,Kindle Edition,545,2012,2012,2014/01/01,2018/07/08,,,read,,,,1,0
15774082,"The God-Stone War (Mageborn, #4)",Michael G. Manning,"Manning, Michael G.",,"=""""","=""""",2,4.24,,,561,,2013,2014/01/01,2018/07/08,,,read,,,,2,0
19108321,"The Final Redemption (Mageborn, #5)",Michael G. Manning,"Manning, Michael G.",,"=""""","=""""",2,4.29,,Kindle Edition,600,,2014,2014/01/01,2018/07/08,,,read,,,,2,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",3,4.15,Penguin,Paperback,532,2003,1847,2013/01/01,2018/07/08,,,read,,,,2,0
5062,Jackdaws,Ken Follett,"Follett, Ken",,"=""0451219597""","=""9780451219596""",4,4.07,Penguin Books,Paperback,432,2006,2001,2013/01/01,2018/07/08,,,read,,,,1,0
301082,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,"Harris, Charlaine",,"=""0441008534""","=""9780441008537""",4,3.97,Ace Books,Mass Market Paperback,292,2001,2001,2013/01/01,2018/07/08,,,read,,,,1,0
110494,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,"Harris, Charlaine",,"=""1841493007""","=""9781841493008""",4,3.96,Orbit,Mass Market Paperback,291,2004,2002,2013/01/01,2018/07/08,,,read,,,,1,0
140082,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,"Harris, Charlaine",,"=""""","=""""",4,4.02,Orbit,Mass Market Paperback,274,2006,2003,2013/01/01,2018/07/08,,,read,,,,2,0
140077,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,"Harris, Charlaine",,"=""0441012183""","=""9780441012183""",4,4.12,Ace Books,Mass Market Paperback,291,2005,2004,2013/01/01,2018/07/08,,,read,,,,2,0
170210,"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,"Harris, Charlaine",,"=""0441013333""","=""9780441013333""",4,4.01,Ace Books,Mass Market Paperback,295,2006,2005,2013/01/01,2018/07/08,,,read,,,,2,0
140079,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,"Harris, Charlaine",,"=""0441014917""","=""9780441014910""",4,4.01,Ace Books,Mass Market Paperback,324,2007,2006,2013/01/01,2018/07/08,,,read,,,,1,0
140075,"All Together Dead (Sookie Stackhouse, #7)",Charlaine Harris,"Harris, Charlaine",,"=""0441014941""","=""9780441014941""",4,4.05,Ace Books,Hardcover,336,2007,2007,2013/01/01,2018/07/08,,,read,,,,1,0
2233407,"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris,"Harris, Charlaine",,"=""0441015891""","=""9780441015894""",4,4.01,Ace Books,Hardcover,368,2008,2008,2013/01/01,2018/07/08,,,read,,,,2,0
5161066,"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris,"Harris, Charlaine",,"=""0441017150""","=""9780441017157""",4,4.02,Ace Books,Hardcover,320,2009,2009,2013/01/01,2018/07/08,,,read,,,,1,0
7091488,"Dead in the Family (Sookie Stackhouse, #10)",Charlaine Harris,"Harris, Charlaine",,"=""0441018645""","=""9780441018642""",4,3.90,Ace Books,Hardcover,320,2010,2010,2013/01/01,2018/07/08,,,read,,,,1,0
7981206,"Dead Reckoning (Sookie Stackhouse, #11)",Charlaine Harris,"Harris, Charlaine",,"=""""","=""""",4,3.82,"Gollancz, Victor Limited",Kindle Edition,336,2011,2011,2013/01/01,2018/07/08,,,read,,,,1,0
10407279,"Deadlocked (Sookie Stackhouse, #12)",Charlaine Harris,"Harris, Charlaine",,"=""0575096578""","=""9780575096578""",4,3.74,Gollancz,Hardcover,327,2012,2012,2013/01/01,2018/07/08,,,read,,,,2,0
15985348,"Dead Ever After (Sookie Stackhouse, #13)",Charlaine Harris,"Harris, Charlaine",,"=""193700788X""","=""9781937007881""",4,3.53,Ace Books,Hardcover,352,2013,2013,2013/01/01,2018/07/08,,,read,,,,1,0
45110,"Shaman's Crossing (Soldier Son, #1)",Robin Hobb,"Hobb, Robin",,"=""0060758287""","=""9780060758288""",3,3.53,Harper Voyager,Mass Market Paperback,591,2006,2005,2013/01/01,2018/07/08,,,read,,,,2,0
45106,"Forest Mage (Soldier Son, #2)",Robin Hobb,"Hobb, Robin",,"=""0060757639""","=""9780060757632""",3,3.45,Harper Voyager,Hardcover,718,2006,2006,2013/01/01,2018/07/08,,,read,,,,1,0
1593623,"Renegade's Magic (Soldier Son, #3)",Robin Hobb,"Hobb, Robin",,"=""006147312X""","=""9780061473128""",3,3.55,Eos,Mass Market Paperback,691,2008,2007,2013/01/01,2018/07/08,,,read,,,,1,0
13109291,"Blood of Dragons (Rain Wild Chronicles, #4)",Robin Hobb,"Hobb, Robin",,"=""0062116851""","=""9780062116857""",3,4.17,Harper Voyager,Hardcover,448,2013,2013,,2018/07/08,,,read,,,,1,0
11801463,"City of Dragons (Rain Wild Chronicles, #3)",Robin Hobb,"Hobb, Robin",,"=""0061561630""","=""9780061561634""",3,4.10,Harper Voyager,Hardcover,334,2012,2011,,2018/07/08,,,read,,,,1,0
7011403,"Dragon Haven (Rain Wild Chronicles, #2)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",3,4.10,Eos,Hardcover,508,2010,2010,,2018/07/08,,,read,,,,2,0
4703450,"The Dragon Keeper (Rain Wild Chronicles, #1)",Robin Hobb,"Hobb, Robin",,"=""0007273746""","=""9780007273744""",3,3.96,Voyager,Hardcover,553,2009,2009,,2018/07/08,,,read,,,,1,0
30688013,"Assassin's Fate (The Fitz and the Fool, #3)",Robin Hobb,"Hobb, Robin",,"=""0553392956""","=""9780553392951""",0,4.65,Del Rey,Hardcover,847,2017,2017,,2018/07/08,to-read,to-read (#37),to-read,,,,0,0
40610956,"Fool's Quest  (The Fitz and the Fool, #2)",Robin Hobb,"Hobb, Robin",,"=""055339293X""","=""9780553392937""",0,4.53,Del Rey,Kindle Edition,757,2015,2015,,2018/07/08,to-read,to-read (#36),to-read,,,,0,0
19288321,"Fool's Assassin (The Fitz and the Fool, #1)",Robin Hobb,"Hobb, Robin",,"=""0553392425""","=""9780553392425""",0,4.42,Del Rey,Hardcover,688,2014,2014,,2018/07/08,to-read,to-read (#35),to-read,,,,0,0
45102,"Ship of Destiny (Liveship Traders, #3)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.31,Bantam Spectra,Mass Market Paperback,789,2001,2000,,2018/07/08,,,read,,,,1,0
45101,"The Mad Ship (Liveship Traders, #2)",Robin Hobb,"Hobb, Robin",,"=""0006498868""","=""9780006498865""",4,4.31,Harper Voyager,Mass Market Paperback,906,2008,1999,,2018/07/08,,,read,,,,1,0
45100,"Ship of Magic (Liveship Traders, #1)",Robin Hobb,"Hobb, Robin",,"=""000649885X""","=""9780006498858""",4,4.22,Voyager,Mass Market Paperback,880,1999,1998,,2018/07/08,,,read,,,,1,0
45108,"Fool's Fate (Tawny Man, #3)",Robin Hobb,"Hobb, Robin",,"=""0553582461""","=""9780553582468""",4,4.48,Spectra,Mass Market Paperback,914,2004,2003,,2018/07/08,,,read,,,,1,0
45109,"Golden Fool (Tawny Man, #2)",Robin Hobb,"Hobb, Robin",,"=""0553582453""","=""9780553582451""",4,4.37,Spectra,Mass Market Paperback,709,2003,2002,,2018/07/08,,,read,,,,1,0
68488,"Fool's Errand (Tawny Man, #1)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.37,Voyager,Mass Market Paperback,661,2002,2001,,2018/07/08,,,read,,,,1,0
33396914,"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",3,4.21,Spectra,Kindle Edition,757,2016,1997,,2018/07/08,,,read,,,,1,0
25300956,"Royal Assassin (Farseer Trilogy, #2)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",3,4.27,Spectra,Kindle Edition,675,2015,1996,,2018/07/08,,,read,,,,1,0
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""055357339X""","=""9780553573398""",4,4.19,Spectra Books,Mass Market Paperback,435,1996,1995,,2018/07/08,,,read,,,,1,0
92364,Eye of the Needle,Ken Follett,"Follett, Ken",,"=""006074815X""","=""9780060748159""",4,4.21,William Morrow Paperbacks,Paperback,368,2004,1978,,2018/07/08,,,read,,,,1,0
13452375,"Legion (Legion, #1)",Brandon Sanderson,"Sanderson, Brandon",Deniz Evliyagil,"=""1596064854""","=""9781596064850""",0,4.13,Subterranean Press,Hardcover,88,2012,2012,,2018/07/08,to-read,to-read (#34),to-read,,,,0,0
18966322,"Mitosis (The Reckoners, #1.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0449818438""","=""9780449818435""",0,3.85,Delacorte Press,ebook,55,2013,2013,,2018/07/08,to-read,to-read (#33),to-read,,,,0,0
15704486,"Calamity (Reckoners, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743602""","=""9780385743600""",0,4.18,Delacorte Press,Hardcover,424,2016,2016,,2018/07/08,to-read,to-read (#32),to-read,,,,0,0
15704459,"Firefight (The Reckoners, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743580""","=""9780385743587""",0,4.25,Delacorte Press,Hardcover,416,2015,2015,,2018/07/08,to-read,to-read (#31),to-read,,,,0,0
17182126,"Steelheart (The Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743564""","=""9780385743563""",0,4.14,Delacorte Press,Hardcover,386,2013,2013,,2018/07/08,to-read,to-read (#30),to-read,,,,0,0
17825280,"The Aztlanian (Rithmatist, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.16,,Paperback,,,,,2018/07/08,to-read,to-read (#29),to-read,,,,0,0
22443261,The Rithmatist (The Rithmatist #1),Brandon Sanderson,"Sanderson, Brandon",,"=""1743532806""","=""9781743532805""",3,4.25,Tor UK,Kindle Edition,386,2014,2013,,2018/07/08,,,read,,,,1,0
10803121,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765330423""","=""9780765330420""",3,4.20,Tor Books,Hardcover,325,2011,2011,,2018/07/08,,,read,,,,1,0
23947089,"The Lost Metal (Mistborn, #7)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765391198""","=""9780765391193""",0,4.48,Tor Books,Hardcover,507,2022,2022,,2018/07/08,to-read,to-read (#28),to-read,,,,0,0
18739426,"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson,"Sanderson, Brandon",,"=""146686267X""","=""9781466862678""",0,4.41,Tor,Kindle Edition,455,2016,2016,,2018/07/08,to-read,to-read (#27),to-read,,,,0,0
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765378558""","=""9780765378552""",0,4.27,Tor Books,Hardcover,383,2015,2015,,2018/07/08,to-read,to-read (#26),to-read,,,,0,0
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316897""","=""9780765316899""",3,4.55,Tor Books,Hardcover,572,2008,2008,,2018/07/08,,,read,,,,1,0
68428,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",3,4.49,Tor Books,Hardcover,541,2006,2006,,2018/07/08,,,read,,,,1,0
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316889""","=""9780765316882""",3,4.38,Tor Books,Hardcover,590,2007,2007,,2018/07/08,,,read,,,,2,0
17250966,"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.62,Tor Books,Kindle Edition,1213,2020,2020,,2018/07/08,to-read,to-read (#25),to-read,,,,0,0
33245839,"Darien (Empire of Salt, #1)",C.F. Iggulden,"Iggulden, C.F.",Conn Iggulden,"=""071818646X""","=""9780718186463""",0,3.87,Michael Joseph,Hardcover,352,2017,2017,,2018/07/08,to-read,to-read (#24),to-read,,,,0,0
16093551,"The Blood of Gods (Emperor, #5)",Conn Iggulden,"Iggulden, Conn",,"=""0007271174""","=""9780007271177""",0,4.28,Harper Collins,Hardcover,409,2013,2013,,2018/07/08,to-read,to-read (#23),to-read,,,,0,0
221298,"The Gods of War (Emperor, #4)",Conn Iggulden,"Iggulden, Conn",,"=""044024160X""","=""9780440241607""",5,4.33,Bantam,Mass Market Paperback,496,2007,2006,,2018/07/08,,,read,,,,2,0
330944,"The Field of Swords (Emperor, #3)",Conn Iggulden,"Iggulden, Conn",,"=""0440240964""","=""9780440240969""",5,4.30,Dell Books,Mass Market Paperback,496,2006,2005,,2018/07/08,,,read,,,,1,0
671724,"The Death of Kings (Emperor, #2)",Conn Iggulden,"Iggulden, Conn",,"=""0440240956""","=""9780440240952""",5,4.30,Dell Books,Mass Market Paperback,531,2005,2004,,2018/07/08,,,read,,,,2,0
330947,"The Gates of Rome (Emperor, #1)",Conn Iggulden,"Iggulden, Conn",,"=""0440240948""","=""9780440240945""",5,4.19,Dell Books,Mass Market Paperback,452,2004,,,2018/07/08,,,read,,,,2,0
56842,Fatherland,Robert   Harris,"Harris, Robert",,"=""0061006629""","=""9780061006623""",0,4.01,Harper Paperbacks,Paperback,380,1992,1992,,2018/07/08,to-read,to-read (#22),to-read,,,,0,0
18870662,"The End Has Come (The Apocalypse Triptych, #3)",John Joseph Adams,"Adams, John Joseph","Charlie Jane Anders, Megan Arkenberg, Chris Avellone, Elizabeth Bear, Annie Bellet, Tananarive Due, Jamie Ford, Mira Grant, Hugh Howey, Jake Kerr, Nancy Kress, Sarah Langan, Ken Liu, Jonathan Maberry, Seanan McGuire, Will McIntosh, Leife Shallcross, Scott Sigler, Carrie Vaughn, Robin Wasserman, David Wellington, Ben H. Winters","=""""","=""""",5,3.88,Broad Reach Publishing,Kindle Edition,324,2015,2015,,2018/07/08,,,read,,,,1,0
28335698,"Tiamat's Wrath (The Expanse, #8)",James S.A. Corey,"Corey, James S.A.",,"=""0316332879""","=""9780316332873""",0,4.57,Orbit Books,Hardcover,534,2019,2019,,2018/07/08,to-read,to-read (#21),to-read,,,,0,0
28335696,"Persepolis Rising (The Expanse, #7)",James S.A. Corey,"Corey, James S.A.",,"=""0316332828""","=""9780316332828""",0,4.37,Orbit Books,ebook,608,2017,2017,,2018/07/08,to-read,to-read (#20),to-read,,,,0,0
25877663,"Babylon’s Ashes (The Expanse, #6)",James S.A. Corey,"Corey, James S.A.",,"=""0356504263""","=""9780356504261""",0,4.25,Orbit,Hardcover,532,2016,2016,,2018/07/08,to-read,to-read (#19),to-read,,,,0,0
22886612,"Nemesis Games (The Expanse, #5)",James S.A. Corey,"Corey, James S.A.",,"=""031621759X""","=""9780316217590""",0,4.44,Orbit,Kindle Edition,536,2015,2015,,2018/07/08,to-read,to-read (#18),to-read,,,,0,0
18656030,"Cibola Burn (The Expanse, #4)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",0,4.23,Orbit,Hardcover,581,2014,2014,,2018/07/08,to-read,to-read (#17),to-read,,,,0,0
16131032,"Abaddon’s Gate (The Expanse, #3)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",0,4.27,Orbit,Paperback,539,2013,2013,,2018/07/08,to-read,to-read (#16),to-read,,,,0,0
12591698,"Caliban’s War (The Expanse, #2)",James S.A. Corey,"Corey, James S.A.",,"=""1841499900""","=""9781841499901""",0,4.38,"Orbit/Little, Brown Book Group",Paperback,624,2012,2012,,2018/07/08,to-read,to-read (#15),to-read,,,,0,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.31,Orbit,Paperback,592,2011,2011,,2018/07/08,to-read,to-read (#14),to-read,,,,0,0
7329,Unfinished Tales of Númenor and Middle-Earth,J.R.R. Tolkien,"Tolkien, J.R.R.",Christopher Tolkien,"=""026110215X""","=""9780261102156""",4,4.01,HarperCollins,Hardcover,452,2000,1980,,2018/07/08,,,read,,,,1,0
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",Maria Skibniewska,"=""""","=""""",4,4.57,Del Rey,Mass Market Paperback,404,2003,1955,,2018/07/08,,,read,,,,2,0
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.","Peter S. Beagle, Дж.Р.Р. Толкін, Аліна Немірова, П. Риженко","=""0618346260""","=""9780618346264""",4,4.49,Houghton Mifflin,Paperback,322,1993,1954,,2018/07/08,,,read,,,,1,0
5907,"The Hobbit, or There and Back Again (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",4,4.29,Houghton Mifflin,Paperback,366,2002,1937,,2018/07/08,,,read,,,,1,0
6382055,"A Dream of Spring (A Song of Ice and Fire, #7)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",0,4.34,Harper Voyager,Hardcover,,,,,2018/07/08,to-read,to-read (#12),to-read,,,,0,0
12111823,"The Winds of Winter (A Song of Ice and Fire, #6)",George R.R. Martin,"Martin, George R.R.",,"=""0002247410""","=""9780002247412""",0,4.39,Harper Voyager,Hardcover,,,,,2018/07/08,to-read,to-read (#11),to-read,,,,0,0
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""076532637X""","=""9780765326379""",0,4.62,Tor Books,Hardcover,1248,2017,2017,,2018/07/08,to-read,to-read (#10),to-read,,,,0,0
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",0,4.76,Tor Books,Hardcover,1088,2014,2014,,2018/07/08,to-read,to-read (#9),to-read,,,,0,0
29610749,"The Fiends of Nightmaria  (The Tales of Bauchelain and Korbal Broach, #6)",Steven Erikson,"Erikson, Steven",David Gentry,"=""1786360101""","=""9781786360106""",0,3.82,PS Publishing,Hardcover,99,2016,2016,,2018/07/08,to-read,to-read (#8),to-read,,,,0,0
18490602,"The Wurms of Blearmouth (The Tales of Bauchelain and Korbal Broach, #5)",Steven Erikson,"Erikson, Steven",,"=""0765376229""","=""9780765376220""",0,4.04,Tor Books,Paperback,208,2014,2012,,2018/07/08,to-read,to-read (#7),to-read,,,,0,0
7143429,"Crack'd Pot Trail (The Tales of Bauchelain and Korbal Broach, #4)",Steven Erikson,"Erikson, Steven",,"=""1848630581""","=""9781848630581""",0,3.64,PS Publishing,Hardcover,180,2009,2009,,2018/07/08,to-read,to-read (#6),to-read,,,,0,0
2255638,"The Lees of Laughter's End (The Tales of Bauchelain and Korbal Broach, #3)",Steven Erikson,"Erikson, Steven",,"=""1905834462""","=""9781905834464""",0,3.76,ps publishing,Hardcover,96,2007,2007,,2018/07/08,to-read,to-read (#5),to-read,,,,0,0
55397,"The Healthy Dead (The Tales of Bauchelain and Korbal Broach, #2)",Steven Erikson,"Erikson, Steven",,"=""1597800066""","=""9781597800068""",0,3.91,Night Shade,Hardcover,128,2005,2004,,2018/07/08,to-read,to-read (#4),to-read,,,,0,0
55400,"Blood Follows (The Tales of Bauchelain and Korbal Broach, #1)",Steven Erikson,"Erikson, Steven",,"=""159780004X""","=""9781597800044""",0,3.82,Night Shade,Hardcover,121,2005,2002,,2018/07/08,to-read,to-read (#3),to-read,,,,0,0
19381626,"Fall of Light (The Kharkanas Trilogy, #2)",Steven Erikson,"Erikson, Steven",,"=""0593062191""","=""9780593062197""",0,4.17,Bantam Press,Hardcover,837,2016,2016,,2018/07/08,to-read,to-read (#2),to-read,,,,0,0
13038833,"Forge of Darkness (The Kharkanas Trilogy, #1)",Steven Erikson,"Erikson, Steven",,"=""0593062175""","=""9780593062173""",0,4.14,Bantam Press,Hardcover,662,2012,2012,,2018/07/08,to-read,to-read (#1),to-read,,,,0,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",4,4.40,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2018/05/28,,,read,,,,1,0
2932,Robinson Crusoe,Daniel Defoe,"Defoe, Daniel",Virginia Woolf,"=""""","=""""",3,3.68,Modern Library,Hardcover,320,2001,1719,,2018/05/28,,,read,,,,1,0
295,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",N.C. Wyeth,"=""0753453800""","=""9780753453803""",5,3.85,Kingfisher,Hardcover,352,2001,1882,,2018/05/28,,,read,,,,1,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",4,4.19,Bantam,Mass Market Paperback,283,1993,1947,,2018/05/28,,,read,,,,1,0
5472,Animal Farm / 1984,George Orwell,"Orwell, George",Christopher Hitchens,"=""""","=""""",5,4.30,Houghton Mifflin Harcourt,Hardcover,400,2003,1949,,2018/05/28,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2018/05/28,,,read,,,,1,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",4,4.02,Norton,Paperback,488,1986,1897,,2018/05/28,,,read,,,,1,0
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",5,3.87,Penguin Books,Paperback,489,2003,1859,,2018/05/28,,,read,,,,1,0
6440,Ivanhoe,Walter Scott,"Scott, Walter",Graham Tulloch,"=""""","=""""",5,3.76,Penguin Books /Penguin Classics,Paperback,496,2000,1819,,2018/05/28,,,read,,,,1,0
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Mark Hallaq, Amanda Lee","=""""","=""9780143039563""",5,3.92,Penguin Classics,Paperback,244,2006,1876,,2018/05/28,,,read,,,,1,0
10452269,"Das Känguru-Manifest (Die Känguru-Chroniken, #2)",Marc-Uwe Kling,"Kling, Marc-Uwe",,"=""3548373836""","=""9783548373836""",5,4.49,Ullstein,Paperback,302,2011,2011,,2018/05/28,,,read,,,,1,0
1119256,Ich bin dann mal weg: Meine Reise auf dem Jakobsweg,Hape Kerkeling,"Kerkeling, Hape",,"=""3890293123""","=""9783890293127""",5,4.03,Malik,Hardcover,347,2006,2006,,2018/05/28,,,read,,,,1,0
1337448,Wir Kinder vom Bahnhof Zoo,Christiane V. Felscherinow,"Felscherinow, Christiane V.","Kai Hermann, Horst Rieck","=""3453162897""","=""9783453162891""",5,4.35,Heyne,Paperback,367,1999,1978,,2018/05/28,,,read,,,,1,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""0140120831""","=""9780140120837""",5,4.04,Penguin Books,Paperback,263,1987,1985,,2018/05/28,,,read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",5,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2018/05/28,,,read,,,,1,0
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",3,3.92,HarperCollins,Paperback,197,1993,1988,,2018/05/28,,,read,,,,1,0
7613,Animal Farm,George Orwell,"Orwell, George","Chris Mould, Αύγουστος Κορτώ, Boris Grabnar, Celâl Üster, Николай Николов, Κυριάκος Ντελόπουλος, Peter Škerl, Pau Masiques, José Manuel Moreno Cidoncha, Τζωρτζ Όργουελ, Celâl Üstüner","=""""","=""""",5,3.99,Plume,Paperback,129,2003,1945,,2018/05/28,,,read,,,,1,0
5470,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.19,New American Library,Mass Market Paperback,328,1950,1949,,2018/05/28,,,read,,,,1,0
